Username,Rating,Review Text,casefolding,normalisasi,tokenize,stopword,stemming
Aziz Iqbal,1,Kenapa bayar internet ke iconnet sekarang gak bisa Sangat mengecewakan Maaf akan saya uninstall,kenapa bayar internet ke iconnet sekarang gak bisa sangat mengecewakan maaf akan saya uninstall,kenapa bayar internet ke iconnet sekarang tidak bisa sangat mengecewakan maaf akan saya uninstall,"['kenapa', 'bayar', 'internet', 'ke', 'iconnet', 'sekarang', 'tidak', 'bisa', 'sangat', 'mengecewakan', 'maaf', 'akan', 'saya', 'uninstall']","['bayar', 'internet', 'iconnet', 'mengecewakan', 'maaf', 'uninstall']","bayar, internet, iconnet, kecewa, maaf, uninstall"
Hadi Sugandi,1,Sampai jauh ini blm bisa upgrade ke full service selalu gagal dari upload identitassaya kasih ranting,sampai jauh ini blm bisa upgrade ke full service selalu gagal dari upload identitassaya kasih ranting,sampai jauh ini belum bisa upgrade ke full service selalu gagal dari upload identitassaya kasih ranting,"['sampai', 'jauh', 'ini', 'belum', 'bisa', 'upgrade', 'ke', 'full', 'service', 'selalu', 'gagal', 'dari', 'upload', 'identitassaya', 'kasih', 'ranting']","['upgrade', 'full', 'service', 'gagal', 'upload', 'identitassaya', 'kasih', 'ranting']","upgrade, full, service, gagal, upload, identitassaya, kasih, ranting"
Fathun Nisa Singer,1,Woyy ini gimana sih masa gak bisa buat transfer duit gue nyangkut banyak cs nya ga bisa di hubungi kacauuuuuu ini gimana sihhhhhh woyyy gabisa buat transfer beli pulsa juga bisa parahhhhh lu,woyy ini gimana sih masa gak bisa buat transfer duit gue nyangkut banyak cs nya ga bisa di hubungi kacauuuuuu ini gimana sihhhhhh woyyy gabisa buat transfer beli pulsa juga bisa parahhhhh lu,woyy ini batidakimana sih masa tidak bisa buat transfer duit gue yangkut bayak customer service ya tidak bisa di hubungi kacauuuuuu ini batidakimana sihhhhhh woy tidakbisa buat transfer beli pulsa jutidak bisa parahhhhh kamu,"['woyy', 'ini', 'batidakimana', 'sih', 'masa', 'tidak', 'bisa', 'buat', 'transfer', 'duit', 'gue', 'yangkut', 'bayak', 'customer', 'service', 'ya', 'tidak', 'bisa', 'di', 'hubungi', 'kacauuuuuu', 'ini', 'batidakimana', 'sihhhhhh', 'woy', 'tidakbisa', 'buat', 'transfer', 'beli', 'pulsa', 'jutidak', 'bisa', 'parahhhhh', 'kamu']","['woyy', 'batidakimana', 'transfer', 'duit', 'gue', 'yangkut', 'bayak', 'customer', 'service', 'hubungi', 'kacauuuuuu', 'batidakimana', 'sihhhhhh', 'woy', 'tidakbisa', 'transfer', 'beli', 'pulsa', 'jutidak', 'parahhhhh']","woyy, batidakimana, transfer, duit, gue, yangkut, bayak, customer, service, hubung, kacauuuuuu, batidakimana, sihhhhhh, woy, tidakbisa, transfer, beli, pulsa, jutidak, parahhhhh"
Rezi Gallagher,1,Kocak scan qris gagal terus gunanya apaan ini isi saldo disini,kocak scan qris gagal terus gunanya apaan ini isi saldo disini,kocak scan qris gagal terus gunanya apaan ini isi saldo disini,"['kocak', 'scan', 'qris', 'gagal', 'terus', 'gunanya', 'apaan', 'ini', 'isi', 'saldo', 'disini']","['kocak', 'scan', 'qris', 'gagal', 'gunanya', 'isi', 'saldo']","kocak, scan, qris, gagal, guna, isi, saldo"
Adila (Adil),1,Hatihati saat melakukan top up di LinkAja kasus ini sering terjadi Saya top up eMoney Rp melalui LinkAja Saldo LinkAja sudah terpotong dan transaksi sukses namun saldo eMoney tidak bertambah meski sudah update saldo melalui ATM Mandiri dan LinkAja Saya top up kembali eMoney Rp di Indomaret dan saldo masuk Saya sudah menghubungi pusat bantuan LinkAja namun hingga kini belum ada solusi Livechat tidak berguna,hatihati saat melakukan top up di linkaja kasus ini sering terjadi saya top up emoney rp melalui linkaja saldo linkaja sudah terpotong dan transaksi sukses namun saldo emoney tidak bertambah meski sudah update saldo melalui atm mandiri dan linkaja saya top up kembali emoney rp di indomaret dan saldo masuk saya sudah menghubungi pusat bantuan linkaja namun hingga kini belum ada solusi livechat tidak berguna,hatihati saat melakukan top up di linkaja kasus ini sering terjadi saya top up emoney rp melalui linkaja saldo linkaja sudah terpotong dan transaksi sukses namun saldo emoney tidak bertambah meski sudah update saldo melalui atm mandiri dan linkaja saya top up kembali emoney rp di indomaret dan saldo masuk saya sudah menghubungi pusat bantuan linkaja namun hingga kini belum ada solusi livechat tidak berguna,"['hatihati', 'saat', 'melakukan', 'top', 'up', 'di', 'linkaja', 'kasus', 'ini', 'sering', 'terjadi', 'saya', 'top', 'up', 'emoney', 'rp', 'melalui', 'linkaja', 'saldo', 'linkaja', 'sudah', 'terpotong', 'dan', 'transaksi', 'sukses', 'namun', 'saldo', 'emoney', 'tidak', 'bertambah', 'meski', 'sudah', 'update', 'saldo', 'melalui', 'atm', 'mandiri', 'dan', 'linkaja', 'saya', 'top', 'up', 'kembali', 'emoney', 'rp', 'di', 'indomaret', 'dan', 'saldo', 'masuk', 'saya', 'sudah', 'menghubungi', 'pusat', 'bantuan', 'linkaja', 'namun', 'hingga', 'kini', 'belum', 'ada', 'solusi', 'livechat', 'tidak', 'berguna']","['hatihati', 'top', 'up', 'linkaja', 'top', 'up', 'emoney', 'rp', 'linkaja', 'saldo', 'linkaja', 'terpotong', 'transaksi', 'sukses', 'saldo', 'emoney', 'bertambah', 'update', 'saldo', 'atm', 'mandiri', 'linkaja', 'top', 'up', 'emoney', 'rp', 'indomaret', 'saldo', 'masuk', 'menghubungi', 'pusat', 'bantuan', 'linkaja', 'solusi', 'livechat', 'berguna']","hatihati, top, up, linkaja, top, up, emoney, rp, linkaja, saldo, linkaja, potong, transaksi, sukses, saldo, emoney, tambah, update, saldo, atm, mandiri, linkaja, top, up, emoney, rp, indomaret, saldo, masuk, hubung, pusat, bantu, linkaja, solusi, livechat, guna"
Mujito,5,Mohon sistem nya di ubah waktu login pakai nomer Whatsapp atau sms,mohon sistem nya di ubah waktu login pakai nomer whatsapp atau sms,mohon sistem ya di ubah waktu login pakai nomer whatsapp atau sms,"['mohon', 'sistem', 'ya', 'di', 'ubah', 'waktu', 'login', 'pakai', 'nomer', 'whatsapp', 'atau', 'sms']","['mohon', 'sistem', 'ubah', 'login', 'pakai', 'nomer', 'whatsapp', 'sms']","mohon, sistem, ubah, login, pakai, nomer, whatsapp, sms"
Rahman Turatea,5,Sy ksh full,sy ksh full,saya kasih full,"['saya', 'kasih', 'full']","['kasih', 'full']","kasih, full"
Novi Ariani,1,Hp ke instal ulang JD semua aplikasi kehapus sementara SIM card dah gak di pakek Gimana cara login ke aplikasi tanpa kode OTP Saldo masih ada di sini Tolongin dongggg,hp ke instal ulang jd semua aplikasi kehapus sementara sim card dah gak di pakek gimana cara login ke aplikasi tanpa kode otp saldo masih ada di sini tolongin dongggg,hp ke instal ulang jadi semua aplikasi kehapus sementara sim card sudah tidak di pakai bagaimana cara login ke aplikasi tanpa kode otp saldo masih ada di sini tolongin dong,"['hp', 'ke', 'instal', 'ulang', 'jadi', 'semua', 'aplikasi', 'kehapus', 'sementara', 'sim', 'card', 'sudah', 'tidak', 'di', 'pakai', 'bagaimana', 'cara', 'login', 'ke', 'aplikasi', 'tanpa', 'kode', 'otp', 'saldo', 'masih', 'ada', 'di', 'sini', 'tolongin', 'dong']","['hp', 'instal', 'ulang', 'aplikasi', 'kehapus', 'sim', 'card', 'pakai', 'login', 'aplikasi', 'kode', 'otp', 'saldo', 'tolongin']","hp, instal, ulang, aplikasi, hapus, sim, card, pakai, login, aplikasi, kode, otp, saldo, tolongin"
Henri ri,5,Ok,ok,ok,['ok'],['ok'],ok
Ridhodotcom,1,Mau masuk login akun aja susahnya minta ampun disuruh hubungin call center tapi malah live chat dengan bot udah gitu aja gk nemuin solusi dan dengan jawaban AI yg sama,mau masuk login akun aja susahnya minta ampun disuruh hubungin call center tapi malah live chat dengan bot udah gitu aja gk nemuin solusi dan dengan jawaban ai yg sama,mau masuk login akun ssaja susahnya meminta ampun disuruh hubungin call center tapi malah live chat dengan bot sudah begitu ssaja tidak menemukan solusi dan dengan jawaban ai yang sama,"['mau', 'masuk', 'login', 'akun', 'ssaja', 'susahnya', 'meminta', 'ampun', 'disuruh', 'hubungin', 'call', 'center', 'tapi', 'malah', 'live', 'chat', 'dengan', 'bot', 'sudah', 'begitu', 'ssaja', 'tidak', 'menemukan', 'solusi', 'dan', 'dengan', 'jawaban', 'ai', 'yang', 'sama']","['masuk', 'login', 'akun', 'ssaja', 'susahnya', 'ampun', 'disuruh', 'hubungin', 'call', 'center', 'live', 'chat', 'bot', 'ssaja', 'menemukan', 'solusi', 'ai']","masuk, login, akun, ssaja, susah, ampun, suruh, hubungin, call, center, live, chat, bot, ssaja, temu, solusi, ai"
Rizky Ramadhan Ginting,1,Costumer service nya gak ada yang bisa bantu setelah dapat malah langsung close chat padahal dah nunggu lama antrian,costumer service nya gak ada yang bisa bantu setelah dapat malah langsung close chat padahal dah nunggu lama antrian,costumer service ya tidak ada yang bisa bantu setelah dapat malah langsung close chat pasudahal sudah menunggu lama antrian,"['costumer', 'service', 'ya', 'tidak', 'ada', 'yang', 'bisa', 'bantu', 'setelah', 'dapat', 'malah', 'langsung', 'close', 'chat', 'pasudahal', 'sudah', 'menunggu', 'lama', 'antrian']","['costumer', 'service', 'bantu', 'langsung', 'close', 'chat', 'pasudahal', 'menunggu', 'antrian']","costumer, service, bantu, langsung, close, chat, pasudahal, tunggu, antri"
Ajizi Rezaestili,1,Layanan yg buruk mau komplain ga bisa ga jelas,layanan yg buruk mau komplain ga bisa ga jelas,layanan yang buruk mau komplain tidak bisa tidak jelas,"['layanan', 'yang', 'buruk', 'mau', 'komplain', 'tidak', 'bisa', 'tidak', 'jelas']","['layanan', 'buruk', 'komplain']","layan, buruk, komplain"
Lutfi Irohadi,1,Verifikasi gk selesai pdahal ada saldo saya dan harus di tarik Cs juga gk ada respon Jangan dwd aplikasi gk jelas ini Saldo saya gimana,verifikasi gk selesai pdahal ada saldo saya dan harus di tarik cs juga gk ada respon jangan dwd aplikasi gk jelas ini saldo saya gimana,verifikasi tidak selesai padahal ada saldo saya dan harus di tarik customer service juga tidak ada respon jangan dwd aplikasi tidak jelas ini saldo saya bagaimana,"['verifikasi', 'tidak', 'selesai', 'padahal', 'ada', 'saldo', 'saya', 'dan', 'harus', 'di', 'tarik', 'customer', 'service', 'juga', 'tidak', 'ada', 'respon', 'jangan', 'dwd', 'aplikasi', 'tidak', 'jelas', 'ini', 'saldo', 'saya', 'bagaimana']","['verifikasi', 'selesai', 'saldo', 'tarik', 'customer', 'service', 'respon', 'dwd', 'aplikasi', 'saldo']","verifikasi, selesai, saldo, tarik, customer, service, respon, dwd, aplikasi, saldo"
Sains Wardhana Putra,1,Ga bisa daftar aneh bdg,ga bisa daftar aneh bdg,tidak bisa daftar aneh bdg,"['tidak', 'bisa', 'daftar', 'aneh', 'bdg']","['daftar', 'aneh', 'bdg']","daftar, aneh, bdg"
mahardika channel,5,Bagus sekali kak aplikasinya,bagus sekali kak aplikasinya,bagus sekali kak aplikasinya,"['bagus', 'sekali', 'kak', 'aplikasinya']","['bagus', 'kak', 'aplikasinya']","bagus, kak, aplikasi"
Syakil Delano,1,Apk live chat boot ga ada respon TF dari semaleman udah berhasil saldo link aja blm bertambah apk macam apa ini,apk live chat boot ga ada respon tf dari semaleman udah berhasil saldo link aja blm bertambah apk macam apa ini,apk live chat boot tidak ada respon transfer dari semaleman sudah berhasil saldo link saja belum bertambah apk macam apa ini,"['apk', 'live', 'chat', 'boot', 'tidak', 'ada', 'respon', 'transfer', 'dari', 'semaleman', 'sudah', 'berhasil', 'saldo', 'link', 'saja', 'belum', 'bertambah', 'apk', 'macam', 'apa', 'ini']","['apk', 'live', 'chat', 'boot', 'respon', 'transfer', 'semaleman', 'berhasil', 'saldo', 'link', 'bertambah', 'apk']","apk, live, chat, boot, respon, transfer, maleman, hasil, saldo, link, tambah, apk"
Metrial,1,Sudah x di upgrade ngak berhasil tolong kembalikan uang yg sudah saya kirim ke linkaja,sudah x di upgrade ngak berhasil tolong kembalikan uang yg sudah saya kirim ke linkaja,sudah kali di upgrade tidak berhasil tolong kembalikan uang yang sudah saya kirim ke linkaja,"['sudah', 'kali', 'di', 'upgrade', 'tidak', 'berhasil', 'tolong', 'kembalikan', 'uang', 'yang', 'sudah', 'saya', 'kirim', 'ke', 'linkaja']","['kali', 'upgrade', 'berhasil', 'tolong', 'kembalikan', 'uang', 'kirim', 'linkaja']","kali, upgrade, hasil, tolong, kembali, uang, kirim, linkaja"
Akunredmi 10c,1,Tarik ke indomaret eror tarik ke atm ga bisa aneh,tarik ke indomaret eror tarik ke atm ga bisa aneh,tarik ke indomaret eror tarik ke atm tidak bisa aneh,"['tarik', 'ke', 'indomaret', 'eror', 'tarik', 'ke', 'atm', 'tidak', 'bisa', 'aneh']","['tarik', 'indomaret', 'eror', 'tarik', 'atm', 'aneh']","tarik, indomaret, eror, tarik, atm, aneh"
Roberto tangmali Beto,5,Sangat baik,sangat baik,sangat baik,"['sangat', 'baik']",[],
Muhriji,1,Sejauh ini cuman ini yag paling banyak kendala tiap MLM gangguan terus tidur kali yah sistem nya Mau posting nya aja harus pake bintang padahal mah males mau ngasih bintang nya,sejauh ini cuman ini yag paling banyak kendala tiap mlm gangguan terus tidur kali yah sistem nya mau posting nya aja harus pake bintang padahal mah males mau ngasih bintang nya,sejauh ini cuman ini yag paling bayak kendala tiap malam gangguan terus tidur kali ya sistem ya mau posting ya saja harus pakai bintang padahal mah malas mau mengasih bintang ya,"['sejauh', 'ini', 'cuman', 'ini', 'yag', 'paling', 'bayak', 'kendala', 'tiap', 'malam', 'gangguan', 'terus', 'tidur', 'kali', 'ya', 'sistem', 'ya', 'mau', 'posting', 'ya', 'saja', 'harus', 'pakai', 'bintang', 'padahal', 'mah', 'malas', 'mau', 'mengasih', 'bintang', 'ya']","['cuman', 'yag', 'bayak', 'kendala', 'malam', 'gangguan', 'tidur', 'kali', 'sistem', 'posting', 'pakai', 'bintang', 'mah', 'malas', 'mengasih', 'bintang']","cuman, yag, bayak, kendala, malam, ganggu, tidur, kali, sistem, posting, pakai, bintang, mah, malas, asih, bintang"
Adam Baroniq,1,Lama untuk Upgrade ke premium,lama untuk upgrade ke premium,lama untuk upgrade ke premium,"['lama', 'untuk', 'upgrade', 'ke', 'premium']","['upgrade', 'premium']","upgrade, premium"
Radit Razani,1,Lambat lambat bgtCS nya cuma bot gk pernah orng beneranudh masukin pin yg bener malah error,lambat lambat bgtcs nya cuma bot gk pernah orng beneranudh masukin pin yg bener malah error,lambat lambat bgtcs ya cuma bot tidak pernah orang benaranudh memasuki pin yang benar malah error,"['lambat', 'lambat', 'bgtcs', 'ya', 'cuma', 'bot', 'tidak', 'pernah', 'orang', 'benaranudh', 'memasuki', 'pin', 'yang', 'benar', 'malah', 'error']","['lambat', 'lambat', 'bgtcs', 'bot', 'orang', 'benaranudh', 'memasuki', 'pin', 'error']","lambat, lambat, bgtcs, bot, orang, benaranudh, pasuk, pin, error"
Noazha Hc,5,Semogaa lancar selalu aplikasiyklo bisa mohon dongtd ke seluruh Bank gratisyg lainya udh gratis smua,semogaa lancar selalu aplikasiyklo bisa mohon dongtd ke seluruh bank gratisyg lainya udh gratis smua,semoga lancar selalu aplikasiyklo bisa mohon dongtd ke seluruh bank gratisyg lainya sudah gratis semua,"['semoga', 'lancar', 'selalu', 'aplikasiyklo', 'bisa', 'mohon', 'dongtd', 'ke', 'seluruh', 'bank', 'gratisyg', 'lainya', 'sudah', 'gratis', 'semua']","['semoga', 'lancar', 'aplikasiyklo', 'mohon', 'dongtd', 'bank', 'gratisyg', 'lainya', 'gratis']","moga, lancar, aplikasiyklo, mohon, dongtd, bank, gratisyg, lai, gratis"
Vena Pesik,1,APLIKASI SGT TDK JELAS MALAS BGT PAKAI INI APLIKASI KALAU TAHU JELEK SGT MAU ISI PLSA SLLU GAGAL BUANG² SALDO AJA UDAH TOP UP DI LINK AJA SETANGGG PUTAR,aplikasi sgt tdk jelas malas bgt pakai ini aplikasi kalau tahu jelek sgt mau isi plsa sllu gagal buang² saldo aja udah top up di link aja setanggg putar,aplikasi sangat tidak jelas malas banget pakai ini aplikasi kalau tahu jelek sangat mau isi pulsa selalu gagal buang² saldo ssaja sudah top up di link ssaja setanggg putar,"['aplikasi', 'sangat', 'tidak', 'jelas', 'malas', 'banget', 'pakai', 'ini', 'aplikasi', 'kalau', 'tahu', 'jelek', 'sangat', 'mau', 'isi', 'pulsa', 'selalu', 'gagal', 'buang²', 'saldo', 'ssaja', 'sudah', 'top', 'up', 'di', 'link', 'ssaja', 'setanggg', 'putar']","['aplikasi', 'malas', 'banget', 'pakai', 'aplikasi', 'jelek', 'isi', 'pulsa', 'gagal', 'buang²', 'saldo', 'ssaja', 'top', 'up', 'link', 'ssaja', 'setanggg', 'putar']","aplikasi, malas, banget, pakai, aplikasi, jelek, isi, pulsa, gagal, buang, saldo, ssaja, top, up, link, ssaja, setanggg, putar"
lafmarim chanel,1,kok banyak yg komplain gak jd pakai ah,kok banyak yg komplain gak jd pakai ah,kok banyak yang komplain tidak jadi pakai ah,"['kok', 'banyak', 'yang', 'komplain', 'tidak', 'jadi', 'pakai', 'ah']","['komplain', 'pakai', 'ah']","komplain, pakai, ah"
Fanzarullah Ulan,1,Knp susah hapus akun Berkali coba tp tdk terhapus²,knp susah hapus akun berkali coba tp tdk terhapus²,kenapa susah hapus akun berkali coba tapi tidak terhapus²,"['kenapa', 'susah', 'hapus', 'akun', 'berkali', 'coba', 'tapi', 'tidak', 'terhapus²']","['susah', 'hapus', 'akun', 'berkali', 'coba', 'terhapus²']","susah, hapus, akun, kali, coba, hapus"
Trio Kansil,1,parah masa skrg saldo langsung dipotong bgtu,parah masa skrg saldo langsung dipotong bgtu,parah masa sekarang saldo langsung dipotong begitu,"['parah', 'masa', 'sekarang', 'saldo', 'langsung', 'dipotong', 'begitu']","['parah', 'saldo', 'langsung', 'dipotong']","parah, saldo, langsung, potong"
Arpani Putra,5,Bagus,bagus,bagus,['bagus'],['bagus'],bagus
Kevin KS,2,Lama update saldo emoney setelah top up,lama update saldo emoney setelah top up,lama update saldo emoney setelah top up,"['lama', 'update', 'saldo', 'emoney', 'setelah', 'top', 'up']","['update', 'saldo', 'emoney', 'top', 'up']","update, saldo, emoney, top, up"
Muhammad Hariyono,5,Sangat membantu untuk pembayaran,sangat membantu untuk pembayaran,sangat membantu untuk pembayaran,"['sangat', 'membantu', 'untuk', 'pembayaran']","['membantu', 'pembayaran']","bantu, bayar"
rizqi hendry,1,Aplikasi paling buruk sepanjang sejarah mau narik uang di mesin ATM gagal tapi saldo malah kepotong sesuai uang yang mau diambil Udh gitu mau ngirim pengaduan bingung mau kemana mau kirim pesan ke Akun Sosmed IG tidak menerima mau kirim pesan lewat email juga tidak bisa Bisanya cuma lewat aplikasinya dimana hanya ditawarkan untuk mengadu ke chat dengan BOTAI yang bahkan tidak berguna sama sekali,aplikasi paling buruk sepanjang sejarah mau narik uang di mesin atm gagal tapi saldo malah kepotong sesuai uang yang mau diambil udh gitu mau ngirim pengaduan bingung mau kemana mau kirim pesan ke akun sosmed ig tidak menerima mau kirim pesan lewat email juga tidak bisa bisanya cuma lewat aplikasinya dimana hanya ditawarkan untuk mengadu ke chat dengan botai yang bahkan tidak berguna sama sekali,aplikasi paling buruk sepanjang sejarah mau menarik uang di mesin atm gagal tapi saldo malah kepotong sesuai uang yang mau diambil sudah begitu mau mengirim pengaduan bingung mau kemana mau kirim pesan ke akun sosmed ig tidak menerima mau kirim pesan lewat email juga tidak bisa bisanya cuma lewat aplikasinya dimana hanya ditawarkan untuk mengadu ke chat dengan botai yang bahkan tidak berguna sama sekali,"['aplikasi', 'paling', 'buruk', 'sepanjang', 'sejarah', 'mau', 'menarik', 'uang', 'di', 'mesin', 'atm', 'gagal', 'tapi', 'saldo', 'malah', 'kepotong', 'sesuai', 'uang', 'yang', 'mau', 'diambil', 'sudah', 'begitu', 'mau', 'mengirim', 'pengaduan', 'bingung', 'mau', 'kemana', 'mau', 'kirim', 'pesan', 'ke', 'akun', 'sosmed', 'ig', 'tidak', 'menerima', 'mau', 'kirim', 'pesan', 'lewat', 'email', 'juga', 'tidak', 'bisa', 'bisanya', 'cuma', 'lewat', 'aplikasinya', 'dimana', 'hanya', 'ditawarkan', 'untuk', 'mengadu', 'ke', 'chat', 'dengan', 'botai', 'yang', 'bahkan', 'tidak', 'berguna', 'sama', 'sekali']","['aplikasi', 'buruk', 'sejarah', 'menarik', 'uang', 'mesin', 'atm', 'gagal', 'saldo', 'kepotong', 'sesuai', 'uang', 'diambil', 'mengirim', 'pengaduan', 'bingung', 'kemana', 'kirim', 'pesan', 'akun', 'sosmed', 'ig', 'menerima', 'kirim', 'pesan', 'email', 'bisanya', 'aplikasinya', 'dimana', 'ditawarkan', 'mengadu', 'chat', 'botai', 'berguna']","aplikasi, buruk, sejarah, tarik, uang, mesin, atm, gagal, saldo, potong, sesuai, uang, ambil, kirim, adu, bingung, mana, kirim, pesan, akun, sosmed, ig, terima, kirim, pesan, email, bisa, aplikasi, mana, tawar, adu, chat, bota, guna"
