stemming,label,weight,Rating
"pakai, link, ssaja, puas, puas, ssaja, kode, tiket, transaksi, apa, kali, buka, aplikasi, buka, kode, tiket, kembali, kode, tiket, muncul, kali, kali",positive,0 + 0 + 0 + 3 + 3 + 0 + 0 + 0 + 4 + 0 + 0 + -3 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 = 3,2
"tetiba, saldo, hilang, gegara, minta, tutup, akun, bulan, kemarin, penyelesaianmasih, aktif, akun, link, minta, ditutupdan, saldo, hilang, lenyap, potong, wajib, masuk, linkaja, notif, nyanot, recomended, tutup, akun, tutup, akun, ikat, nomorbtw, livechat, sekalidalam, antriam, terussampai, jam, tunggu, eh, end, chat, katanyapermememintaan, tutup, akun, september, proses",negative,0 + 2 + -3 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + -2 + 0 + 2 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 1 = -6,1
"layan, lambat, chat, customer, service, tulis, hubung, agen, doang, etik, kocak, livechat, tolong, permsudahperbaiki, tambah, whatsapp, biar, gampang, chat, customer, service",negative,-2 + 1 + 3 + 0 + 0 + 0 + -1 + 0 + -1 + 0 + 0 + 0 + -3 + 0 + 3 + 0 + -1 + -4 + 3 + 0 + 0 = -2,1
"ok, bagus",positive,4 + -2 = 2,5
"download, apk, moga, bermafaat",positive,0 + 0 + 1 + 0 = 1,5
"apk, aneh, upgrade, poto, e, ktp, poto, selpi, eh, gagal, verifikasi, bosan, kayak, orang, bego, senyam, senyumkudap, kedip, mata, kamera, verifikasi",negative,0 + -4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -4,1
"lanjur, top, up, upgrade, full, service, biar, transfer, cardless, verifikasi, susah, susah, kelar, ktp, suruh, baharu, disdukcapil, baharu, sistem, baca, foto, buka, galeri, orang, pakai, senyum, geleng, kepala, pas, telpon, buka, galeri, pilih, buka, file, galeri, eh, watermark, tanggal, motoin, galeri, logis",negative,-1 + 5 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 3 + -3 + 0 + 0 + 0 + -2 + 0 + 0 + 3 + 0 + -3 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -2,1
"hasil, tranfer, e, walet, ovo, kirim, linkaja",positive,3 + 0 + 0 + 0 + 0 + 2 + 0 = 5,1
"santidakt, jelek, fasilitasya, customer, service, haya, robot",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 = 0,1
"hmm, habis, sabar, ubah, data, nama, tunggu, chat, agen, kayak, antri, minyak, chat, egen, etik, menit, chat, memang, robot, etik, cepat, ketik, pakai, aplikasi, bayar, hari, layan, buruk, malas, customer, service, agen, an, hanny",negative,0 + -3 + 5 + 0 + 0 + 0 + -1 + 3 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 3 + -4 + 0 + 0 + -3 + 0 + 0 + 0 + -1 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 0,1
mantap,positive,5 = 5,5
"penghapussn, akun",negative,0 + 0 = 0,1
keren,negative,0 = 0,5
"link, ssaja, saldo, kali, coba, transfer, banget, link, ssaja, segara, baik, pasudahal, susudah, full, service",negative,0 + 0 + 2 + 0 + -2 + 0 + 1 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 = -2,1
"up, gred, link, premium, kali, proses",positive,0 + 0 + 0 + 2 + 0 + 1 = 3,2
"buka, akun, linkaja, kode, otp, masuk, imail, lupa, imail, sandi, login, tolong, bantu",negative,-3 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + -3 + -3 = -10,5
"kali, ngeinstal, apk, kayak, payah",negative,0 + 0 + 0 + 0 + 0 = 0,1
"layan, burukk, kode, verifikasi, lupa, akun, gmail, aju, hasil, validasi, sesuai, sulit, guna, lupa, akun, gmail, masuk",positive,-2 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 3 + 0 + 3 + 0 + 1 + -1 + 0 + 0 + 0 = 3,1
"halang, masuk, akun, linksaja, ssssudah, pakai, kode, verifikasi, email, masuk, email, ssssudah, lupa, ssssudah, diperantidakat, ssssudah, rusak, kirim, sms, pakai, nomor, pokok, tolong, tanggap",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + -3 + 2 + 0 + 0 + 0 + -3 + -3 + 3 = -5,1
"live, chat",positive,3 + 3 = 6,1
"aplikasi, transaksi, kait, uang",positive,0 + 4 + 1 + 0 = 5,5
"ok, aplikasi, bantu",positive,4 + 0 + -3 = 1,5
"aplikasi, link, buka",negative,0 + 0 + -3 = -3,1
"aplikasi, buruk, upgred, tunggu",negative,0 + 0 + 0 + -1 = -1,1
"daftar, atidakr, akun, premium, banget, proses, hari, tunggu, transfer, batidakimana, min",positive,-1 + 0 + 0 + 2 + 1 + 1 + 0 + -1 + 0 + 0 + 0 = 2,3
"tinggal, aplikasi, ewallet, tranfer, bank, adminya, gede, banget, ribet, proses, registrasiya, top, up, e, wallet, lainyakureng, tampil, okee, layan, zonk, banget, verivikasi, ribet",positive,-1 + 0 + 0 + 0 + 0 + 0 + -2 + 1 + 0 + 1 + 0 + 5 + 0 + 0 + 0 + 0 + -1 + 0 + -2 + 0 + 1 + 0 + 0 = 2,2
"error, muluu, sial, top, up, upgrade, full, service, shingga, sgala, transaksi, gagal",positive,0 + 0 + 0 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + 4 + 0 = 9,1
"aplikasi, abal, guna, upgrade, fullservis, tunggu, berita, tuju, entidak, aplikasi, guna",negative,0 + 0 + 1 + 0 + 0 + -1 + 0 + -3 + 0 + 0 + 1 = -2,1
"bagus, bantu, kadang, transaksi, muas, transaksi, pending, saldo, ssudah, potong, saldo, ssudah, ganti, limit",positive,-2 + -3 + 3 + 4 + 5 + 4 + 0 + 2 + 0 + 0 + 2 + 0 + -3 + 0 = 12,4
"ugred, full, servic",negative,0 + 0 + 0 = 0,5
"upgradie, diata, lamaya, ampun, live, chat, tanggapanya, coba, baik, layan",negative,0 + 0 + 0 + -1 + 3 + 3 + 0 + -2 + -3 + -2 = -2,1
"top, up, mbanking, status, hasil, link, masuk, bantu, arahin, live, chat, respon",positive,5 + 0 + 0 + 0 + 3 + 0 + 0 + -3 + 0 + 3 + 3 + 2 = 13,1
"sulit, transaksi",positive,0 + 4 = 4,1
"bantu, bayar, via, qris",negative,-3 + -1 + 0 + 0 = -4,5
"top, up, dana, kirim, uang, bjir, update, mulu, update, bngst",positive,5 + 0 + 4 + 2 + 0 + 0 + 0 + -2 + 0 + 0 = 9,1
"tolong, sayang, ssudah, upgrde, pakai, ktp, permium, tolong, percpat, data, sayang, ssudah",negative,-3 + -3 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + -3 + 0 = -12,5
"beli, pulsa, pending, tanggal, agustus, terima, proses, pending",positive,-2 + 0 + 0 + 0 + 0 + 2 + 1 + 0 = 1,1
"kecewa, aplikasi, isi, emoney, transfer, bank, full, service, kecewa",negative,0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 = -2,1
"saldo, hilangtop, up, maxim, masuk, saldo, kembalics, respon, jelek, jugalumayan, iklaskan",positive,2 + 0 + 0 + 0 + 0 + 2 + 0 + 2 + 0 + 0 + 0 = 6,1
"apk, menu, homepage, buka, timbul, barcode, silang, timbul, terus",negative,0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 = -3,1
"susah, daftar",negative,0 + -1 = -1,5
"baharu, ngaruh, layan, bumn, milik, perintah, kalah, produk, swasta, pantesan, guna, merosot",positive,0 + 0 + -2 + 0 + 1 + 0 + 0 + 3 + 0 + 0 + 1 + 0 = 3,1
"buruk, parah, banget, customer, service, hubung, update, email, banget, hambat, transaksi, kerja, sdm, zonk, telpon, cantum, hubung, layan, customer, buruk",positive,0 + 0 + 1 + 0 + 0 + -1 + 0 + 0 + 1 + 0 + 4 + 2 + 0 + 0 + 0 + 4 + -1 + -2 + 0 + 0 = 8,1
"bgaimna, aktif, upgrade, kga, selesai, selesai, tolong, respon",negative,0 + -2 + 0 + 0 + -2 + -2 + -3 + 2 = -7,1
"tarike, uang, tunai, gagal, uang, tidake, keeluar, saldo, keepotong, lapor, tunggu, ali, sususudah, respon, lihat, keomen, disosmed, resmi, banyake, keeluhan, tidake, solusi, susudah, ikelasin, susudah, keapoke",positive,0 + 0 + 3 + 0 + 0 + 0 + 0 + 2 + 0 + 2 + -1 + 0 + 0 + 2 + 3 + 0 + 0 + 2 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 = 16,1
"tau, dompet, digital, biaya, bulan, mending, pakai, deh, kapok, duit, kurang",negative,0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 = -2,1
mantap,positive,5 = 5,5
"top, up, linksaja, status, gagal, transaksi, masuk, transaksi, bikin, adu, link, pasti, mohon, baik",positive,5 + 0 + 0 + 0 + 0 + 4 + 0 + 4 + 0 + 0 + 0 + 3 + -2 + -3 = 11,3
"lumayan, bagus",negative,-1 + -2 = -3,5
"bank, buruk, verfikasi, data, ujung, gagal, transaksi, lelet, saldo, hilang, layan, buruk, install",positive,0 + 0 + 0 + 0 + 0 + 0 + 4 + 0 + 2 + -3 + -2 + 0 + 0 = 1,1
alhamdulillah,positive,5 = 5,5
"buka, aplikasi, barkode, tiket, kereta, api, muncul, butuh, tranfer, link, preetpreetppreeet",negative,-3 + 0 + 0 + 0 + 0 + -4 + -1 + 0 + 0 + 0 + 0 = -8,1
bagus,negative,-2 = -2,5
"kasihh, dulukalo, jelek, kasihh, komen, kecewa",negative,0 + 0 + 0 + 0 + 0 + 0 = 0,5
"proses, full, service, lamaa",positive,1 + 0 + 0 + 0 = 1,2
"ssudah, transfer, top, up, link, ssaja, nomor, sesuai, mbanking, ssudah, hasil, eh, link, ssaja, masuk, saldo, pakai, bantu, bantu, banget, rekomend, deh",positive,0 + 0 + 5 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 2 + 0 + -3 + -3 + 1 + 0 + 0 = 8,1
"kebaya, notif, muncul, santidakt, mengtidakngu, ssudah, bebegitu, layan, customer, service, live, chatt, nungguya, telur, ayam, tetas, ssudah, bebegitu, putus, hasil, layan, keuantidakn, customer, service, niat",negative,0 + 0 + -1 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 3 + -2 + 0 + 0 + 0 + 0 = -2,1
"mohon, bantu, melakeukean, transakesi, tanggal, agustus, tranfer, kee, banke, lapor, pending, saldo, potong, pihake, terima, tidake, mendapatkean, dana, tolong, keesekeian, ali, menglami, keaya, mohon, keembalikean, dana, mohon, perbaikei, aplikeasi, tolong, keembalikean, secept, uang",negative,-2 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 2 + 0 + 0 + 2 + 0 + 0 + 4 + -3 + 0 + 0 + 0 + 0 + -2 + 0 + 4 + -2 + 0 + 0 + -3 + 0 + 0 + 0 = -1,2
"banget, apk, hapus, persulitttt, skw",positive,1 + 0 + 0 + 0 + 0 = 1,1
"aplikasi, ribet, info, hubung, chat, agen, chat, tolong, robot, rubah, data, susah, senin, minggu, sulit, hubung, customer, service, tolong, dj, respon, uninstall",negative,0 + 0 + 0 + -1 + 3 + 0 + 3 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + -3 + 0 + 2 + 0 = 0,1
"habis, kuota, buka, aplikasi, susah, isi, kuota, ulang",negative,-3 + 0 + -3 + 0 + 0 + -2 + 0 + 0 = -8,2
"transaksi, pending, suruh, tunggu, kali, jam, dana, masuk, kali, suruh, nongkrong, cafe, minggu, garagara, sistem, yangng, akhirnyang, sayang, pesan, bayangr, qris, aplikasi, saldo, yangng, potong, sayang, ikhlas, bayangr, gaji, developer, linkaja, supayang, aplikasinyang, sampah, oh, iyang, sayang, lapor, informasi, saldo, potong, sayang, membayangr, aplikasi, solusi",positive,4 + 0 + 0 + -1 + 0 + 0 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + -2 + 0 + 0 + 0 + 2 + 0 + 0 + -3 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 2 + -2 + 2 + 0 + -3 + 0 + 0 + 3 = 4,1
bagus,negative,-2 = -2,3
"top, up, isi, kartu, elektronik, gagal",positive,5 + 0 + -2 + 0 + 0 + 0 = 3,1
mantap,positive,5 = 5,5
"bantu, kkgak, kirim, link, gagal, terusknapa",negative,-3 + 0 + 2 + 0 + 0 + 0 = -1,1
"baik, woy, kembang, penggunamau, login, susahmesti, buka, email, ribet, please, install, pikir, pikir, pencet, install, dompet, digital",negative,-3 + 0 + 3 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + -1 + -1 + 0 + 0 + 0 + 0 = -5,1
"transaksi, potong, saldo, masuk, uang, kompelin, lambat, banget, tangan",positive,4 + 0 + 2 + 0 + 0 + 0 + 1 + 1 + 1 = 9,2
"beli, paket, data, pilih, pending, banget, dicancel, saldo, potong",positive,-2 + 4 + 0 + 0 + 0 + 1 + 0 + 2 + 0 = 5,1
nan,negative,0 = 0,5
"layan, buruk, cepat, verivikasi, kali",negative,-2 + 0 + -3 + 0 + 0 = -5,1
kurangcepat,negative,0 = 0,3
bad,negative,0 = 0,1
"app, ewallet, pelit, kasih, diskon, contoh, diskon, tgihan, listrik, max, rp, laku, tgihan, listrik, tangtidakl, bulan, bayar, via, linkaja, jutidak, trbatas, trkoneksi, unt, pmbyaran, ecomers, toko, oren, salah, satu, mlakukan, transaksi, unt, bayar, tiket, kai, commuter, turun, kerja, performa, kesini, linkaja, payah",negative,0 + 0 + -4 + -2 + 2 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 4 + 0 + -1 + 0 + 0 + 0 + -1 + 2 + 0 + 0 + 0 + 0 = -2,1
"transaksi, pakai, linkaja, cacadi, coba, transaksi, emoney, saldio, potong, updiate, masuk, saldio, nya, coba, pilih, bantu, langsung, close, tibamendiing, pakai, e, wallet, ana, opo, amanah, parah, iniapk, linkaja, gue, kash, bintang",positive,4 + 0 + 0 + 0 + -2 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + -3 + 3 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 5 + 0 + 0 + 0 + 0 + 0 + 0 = 7,1
"update, servis, banget, parah, aplikasi",positive,0 + 3 + 1 + 0 + 0 = 4,1
"hapus, susah, isi, list",negative,0 + 0 + -2 + 0 = -2,1
"upgrade, full, service",negative,0 + 0 + 0 = 0,1
good,positive,5 = 5,5
"haloo, aplikasi, mudah, sajaa, login, susah, ulang, besok, email, eror, aplikasi, nomer, hp, langsung, masuk, email, ganti, email, login, layan, service, keluh, bantu, harapanya, mudah, sajaa, transaksi, halang, terimakasih",negative,3 + 0 + -4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + -3 + 0 + 0 + -2 + 0 + 0 + -3 + 0 + -4 + 0 + 4 + 0 + 5 = -1,4
"tidakra, tidakra, aplikasi, gua, kekamuar, tol, gua, top, up, saldo, masuk, masuk, gilir, ngehubungin, customer, service, kayak, respon, susah",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 5 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 = 9,1
"kacawbeli, token, listrikudh, hasil, muncul, nomor, nyasangat, burukkkkk",positive,0 + 0 + 0 + 3 + -1 + 0 + 0 + 0 = 2,1
"parah, uang, pending, kembalikayanya, aplikasi, main, uanghati, hati, main, main",negative,0 + 0 + 0 + 0 + 0 + -2 + 0 + -2 + -2 + -2 = -8,1
bantu,negative,-3 = -3,5
"upgrade, ssaja, banget, link, ssaja, ampun, tolong, ganti, nomer",negative,0 + 0 + 1 + 0 + 0 + -1 + -3 + -3 + 0 = -6,1
"bayar, gagal, status, pending, saldo, kurang, hubung, live, chat, jelas",positive,-1 + 0 + 0 + 0 + 2 + 0 + -1 + 3 + 3 + -1 = 5,2
"aplikasi, tidakbisa, apa",negative,0 + 0 + 0 = 0,1
bagussih,negative,0 = 0,5
"linkaja, apk, lot, suka, upgrade",negative,0 + 0 + 0 + -3 + 0 = -3,1
"lawak, banget, aplikasi, foto, ktp, asli, wsssssajah, gua, sssssaja, sesuai, loh, acc, paylater, link, sssssaja, gua, sssssaja, paylater, akulaku, kredivo, home, kredit, shopepay, layer, lazada, paylater, acc, limit, ktp, asli, susudah, member, fif, buffadira, wkwkw, cuman, link, sssssaja, acc, paylater, mending, hapus, sssssaja, aplikasi",positive,0 + 1 + 0 + 3 + 0 + 2 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 = 9,1
bagus,negative,-2 = -2,5
"gampang, top, up, via, indomaret, susah, malas, ujung, ganti",negative,-4 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + -3 = -2,2
"proses, upgrade, layan, full, service",negative,1 + 0 + -2 + 0 + 0 = -1,2
bagus,negative,-2 = -2,3
"upgrade, fullservice, jam, pas, dibutuhin, mepet, saldo, masuk, ditarikaplikasi, ampasnyesel, pakai, mending, pakai, e, wallet, lainaplikasi, najismending, purba, minaplikasi, rilis, maksa",positive,0 + 0 + 0 + 3 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 = 6,1
"aplikasi, bodonguang, hilang, aplikasi, jelas, hati, hati, pakai, aplikasi",negative,0 + 0 + -3 + 0 + -1 + -2 + -2 + 0 + 0 = -8,1
"aplikasi, rugi, aplikasi, sampah, aplikasi, transfer, link, indak, kecewa",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 0,1
top,positive,5 = 5,5
"cepat, kirim, uang",negative,-3 + 2 + 0 = -1,5
"min, login, kode, otp, masuk, email, email, hilang, hp",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 = -3,3
"kenpa, apk, cantum, lengkap, data, informasi, kait",positive,0 + 0 + 4 + -2 + 0 + -2 + 1 = 1,5
"mind, proses, dftr, linkaja, pakai, ktp, pama, proses",positive,0 + 1 + 0 + 0 + 0 + 0 + 0 + 1 = 2,5
"komplen, masuk, chat, bantu, agen, update, full, service, acc, acc",negative,0 + 0 + 3 + -3 + 0 + 0 + 0 + 0 + 0 + 0 = 0,1
mantaf,negative,0 = 0,5
lelet,negative,0 = 0,5
"minta, upgrade, buruk, chat, customer, service, tele, alias, lamban, besok, pakai, pakai, aplikasi",positive,-2 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 1,1
"upgrade, full, service, banget, worth, banget, pokok",negative,0 + 0 + 0 + 1 + 0 + 1 + -3 = -1,1
"buka, hp, hot, pro, min",negative,-3 + 0 + 0 + 0 + 0 = -3,1
verifaksi,negative,0 = 0,4
"linkaja, best",negative,0 + 0 = 0,5
oke,positive,2 = 2,5
bagus,negative,-2 = -2,5
muas,positive,5 = 5,5
"masuk, uang, ribu, input, saldo, my, pertamina, buka, aplikasi, error, bumn, cari, uang",negative,0 + 0 + 0 + 0 + 2 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 = -1,1
"oroses, upgrade, lot, jembudddd",negative,0 + 0 + 0 + 0 = 0,1
"transaksi, link",positive,4 + 0 = 4,1
"sulit, top, up, indomaret, pas, masuk, nominal",positive,0 + 5 + 0 + 0 + 3 + 0 + 0 = 8,1
"upgradaie, apaakai, inti, tidiak, pakai, kacamata, tidiak, lihat, uploadai, foto, ktapai, mudiah, tapai, pas, foto, wajah, sulit, kacamata, wajah, blur, ada, instruksi, mangapa, dian, diisuruh, sesuai, instruksi, nyerah, gagal, asa, apaakai, uang, diigital, tidiak",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 3 + 0 + 0 + 0 + 3 + 3 + 0 + 0 + 0 + 0 + 0 + -4 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 = 8,2
"download, aplikasi, upgrade, full, service, hari, agent, live, chat, adu, download, pikir, pikir, aplikasi, buruk",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 3 + 0 + 0 + -1 + -1 + 0 + 0 = 4,1
"upgrade, nya, banget, uangnyaa, tahan, pakai",negative,0 + 0 + 1 + 0 + -1 + 0 = 0,1
"aplikasi, lelet, mending, pakai, dana, gopay",positive,0 + 0 + -2 + 0 + 4 + 0 = 2,1
"download, aplikasi",negative,0 + 0 = 0,2
"kirim, saldo, bank, hari, masuk, proses, usaha, ogah, banget, pakai",positive,2 + 2 + 0 + 0 + 0 + 1 + -1 + 0 + 1 + 0 = 5,1
"login, akun, masuk, kode, otp, kirim, email, lupa, sandi, email, kirim, kode, otp, no, daftar",positive,0 + 0 + 0 + 0 + 0 + 2 + 0 + -1 + 0 + 0 + 2 + 0 + 0 + 0 + -1 = 2,1
"top, up, saldo, tidake, masuke, sukeses",positive,5 + 0 + 2 + 0 + 0 + 0 = 7,1
"integrasi, aplikasi, hidup, hari, produk, negara, sayang, banget, cantik, tampil, service, buruk, buruk, bingung, layan, tahan, kendala, benar, gagal, tolong, live, chat, balas, issue, selesai, aplikasi, pajang",negative,3 + 0 + -2 + 0 + 3 + 0 + -3 + 1 + -2 + -1 + 0 + 0 + 0 + 0 + -2 + -1 + 0 + -2 + 0 + -3 + 3 + 3 + -1 + 0 + -2 + 0 + 0 = -6,1
"harga, mahal, top, up, saldo, trobel, masuk, komplin, responnya, lambat",positive,3 + 1 + 5 + 0 + 2 + 0 + 0 + 0 + 0 + 1 = 12,1
"santidakt, buruk, upgrade, akun, full, aplikasi, belah, hituntidakn, menit, terus, mending, hapus, akun, repot, depan",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 = -2,1
"astaghfirullah, allah, aplikasi, link, mas, upgrade, full, servis, banget, butuh, kak, uang, tahan, aplikasi, tolong, minn",positive,0 + 5 + 0 + 0 + 0 + 0 + 0 + 3 + 1 + 0 + 0 + 0 + -1 + 0 + -3 + 0 = 5,1
"verifikasi, upgrade, tunggu",negative,0 + 0 + -1 = -1,1
"coba, dilu, yaaaahh",negative,-2 + 0 + 0 = -2,3
nan,negative,0 = 0,5
"kecewa, gua",negative,0 + 0 = 0,1
"susah, live, chat, respon",positive,0 + 3 + 3 + 2 = 8,1
mantap,positive,5 = 5,5
coba,negative,-2 = -2,3
"kecewa, upgrade, full, service, jam, jam, proses, jam, akun, blokir, saldo, rekomendasi, aplikasi",positive,0 + 0 + 0 + 0 + 0 + 0 + 1 + 0 + 0 + 0 + 2 + 0 + 0 = 3,1
"parrrah, topup, masuk, masuk, parah, linkaja",negative,0 + 0 + 0 + 0 + 0 + 0 = 0,1
"terimakasih, proses, selesai, akun, saldo, akun, pulih",positive,5 + 1 + -2 + 0 + 2 + 0 + 0 = 6,5
nan,negative,0 = 0,5
"transfer, guna, rekening, bank, kacau",positive,0 + 1 + 0 + 0 + 0 = 1,1
coba,negative,-2 = -2,4
"transaksi, pending",positive,4 + 0 = 4,5
bagus,negative,-2 = -2,5
"mohon, developer, saran, atur, akun, link, ganti, nomor, handphone, user, takut, nomor, hilang, pas, tarik, uang, verifikasi, otp",negative,-2 + 0 + -2 + -4 + 0 + 0 + -3 + 0 + 0 + 0 + -1 + 0 + -3 + 3 + 2 + 0 + 0 + 0 = -10,3
"upgrade, alas, nik, aneh, banget, instal, customer, service, jam, layan, yata, hubung, tuh",negative,0 + 0 + 0 + -4 + 1 + 0 + 0 + 0 + 0 + -2 + 0 + -1 + 0 = -6,1
"aplikasi, tidiak, uang, orang, dii, tahan, dii, upgradie, tidiak, tolong, bikin, orang, rusuh, linksaja, tolong, bnitu, upgradie, full, service, orang, dign, cepat, tidiak, copot, aplikasi, tidiak, guna, kecewa, orang",negative,0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + -3 + 0 + 0 + -1 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + -1 + 0 + 0 + 1 + 0 + 0 = -11,1
"customer, service, live, chatnya, mati",negative,0 + 0 + 3 + 0 + -4 = -1,5
"pakai, link, tau, blokir, adu, respon",positive,0 + 0 + 0 + 0 + 0 + 2 = 2,1
"customer, service, respon, payah",positive,0 + 0 + 2 + 0 = 2,1
"token, listrik, beli, isi, riwayat, beli, muncul, saldo, potong",negative,0 + 0 + -2 + -2 + 0 + -2 + -1 + 2 + 0 = -5,1
"aduhhhh, aplikasih, tangan, banget, transfer, uang, upgrade, linkaja, full, service, ssudah, diikutin, step, by, step, dikonfirmasihnya, banget, ssudah, hari, loh, sihh, tolong, diperbaikin",negative,0 + 0 + 1 + 1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 1 + 0 + 0 + 0 + 0 + -3 + 0 = 0,1
"good, luck, and, good, job",positive,5 + 4 + 0 + 5 + 0 = 14,5
"curi, ku, kirim, uang, ribu, saldo, ribu, total, ribu, yangng, salah, ngitung, orang, yangng, sayang",positive,0 + 0 + 2 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 = 1,1
"pinjam, muncul",negative,0 + -1 = -1,5
"guna, ku",positive,1 + 0 = 1,3
"aplikasi, bagus",negative,0 + -2 = -2,5
"bagus, puassss",negative,-2 + 0 = -2,5
"teman, gua, kirim, uang, akun, link, sukses, akun, ku, masuk, solusi",positive,0 + 0 + 2 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 3 = 8,1
"payah, banget, layan, customer, service, respon, livechat, telfon, kapok, deh, kayak",positive,0 + 1 + -2 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 = 1,1
"sulit, hubung, customer, service, link, sosial, media, bantu, live, chateya, jam, tanggapinyesel, bikin, apk, ribet, banget, meding, mikir, kali, instal",positive,0 + -1 + 0 + 0 + 0 + 4 + 0 + -3 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 1 + 0 + -2 + 0 + 0 = 2,1
"alam, tenteng, linkaja, linkaja, mudah, harap, cepat, proses, upgrade, linkaja, terimakasih",negative,-2 + 0 + 0 + 0 + -4 + -3 + -3 + 1 + 0 + 0 + 5 = -6,5
"aplikasi, stres, transaksi, gadirespon",positive,0 + 0 + 4 + 0 = 4,1
"beli, pulsa, fitur",negative,-2 + 0 + 0 = -2,1
"susah, hapus, akun",negative,0 + 0 + 0 = 0,1
